# archivo temporal usado para graficar los puntos de entrada en gnuplot
1.04602 1.02523 1.45231
1.09118 -0.97665 0.808102
0.932282 -1.16209 0.592035
0.797074 1.01766 -0.624896
-0.706885 -0.97767 -0.983311
0.887152 -0.916043 -0.980936
-1.11102 -1.1715 1.03186
1.26713 -1.15522 1.1242
1.0345 -1.08389 0.870456
0.994105 -1.2659 -0.426843
1.02207 0.982377 1.10963
-0.976376 0.994839 1.11985
-0.984065 -0.996514 0.788533
0.943324 -0.895744 0.933626
-0.886624 0.877444 -0.46021
1.01187 -1.23074 -0.921408
-0.993996 -0.893863 1.18015
1.03429 -0.992483 0.997021
1.46359 -1.33147 1.38123
-0.745756 -0.931939 -0.905185
1.01422 -1.01754 1.09428
1.01008 -1.01476 -1.02261
0.90925 1.11278 0.629723
1.00311 -1.00334 -0.995347
1.28404 -0.701186 -0.76457
-1.04022 1.01587 0.920866
1.00945 -1.00127 -1.64628
0.995314 0.994673 -0.78658
1.00517 1.26834 1.20663
-0.867147 0.477171 1.029
-0.940007 -1.26039 1.31824
-0.65397 -0.67575 1.4783
-1.00333 -1.05428 -1.09983
-1.0072 0.97983 0.954198
-0.711308 -1.34674 -0.523093
0.854086 -0.731652 1.62693
0.881373 0.951326 0.798474
1.0477 -0.971011 -0.930016
1.33346 -1.20903 -1.03679
-0.793045 1.2843 -1.50954
0.956542 1.05585 -1.02193
1.11862 -0.849282 -1.11172
-1.01379 0.991491 1.02961
-1.00452 1.00791 -1.57718
-1.1954 -1.51286 -0.636945
1.11631 1.47599 -0.757092
1.09668 0.7054 -1.19394
-0.903761 -1.06512 -0.823637
-0.9956 1.28829 0.826913
0.764633 1.16368 -1.02575
-0.973351 -0.949716 -0.997901
-0.783181 0.777436 1.16034
0.84642 0.809009 0.96721
-1.0769 0.469728 -1.20028
0.969795 0.999275 0.966212
-1.00779 1.04999 0.991446
-1.003 -0.979199 -1.00413
0.84591 1.32554 -1.08153
-0.875577 0.952589 1.15335
-1.03222 0.849401 0.727282
1.20632 -1.08902 1.64414
1.16163 1.15991 -1.44648
1.26854 -1.16912 -0.657509
-0.645356 1.51553 1.25407
0.885342 -1.04351 1.15718
0.951535 -1.03525 0.831662
-1.03151 -1.00109 -0.9871
1.13269 0.849642 -1.43463
-0.948651 0.995378 -1.17752
1.42196 -0.735444 0.606739
1.06952 -1.2503 1.07043
-1.00694 -0.98055 1.04887
1.00393 -0.988949 -1.1467
-1.20576 0.942167 -1.48858
-0.900886 0.850793 0.520648
-1.24616 -1.13765 0.912356
1.10444 -0.960539 -1.03736
-1.07017 -0.858362 1.04418
1.12378 -1.41575 -1.26554
-0.924069 -1.51856 -0.957356
-1.17445 -0.845276 -0.939794
0.969635 -1.01243 -1.02641
